Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Jun 08 14:12:10 EDT 2021,ATable.java,1623175930514,27058,0,(I)1(R)1(I)1(F)4(I)2(R)2(I)1,0.4166666666666667,0.0,0.0,33.33333333333333,0.0,0.0,0.4444444444444444,0.0,0.0,0.14814814814814814,0.0,0.1111111111111111,0.18518518518518517,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Jun 08 14:12:10 EDT 2021,ATable.java, 1623175930514
2,,Tue Jun 08 14:12:37 EDT 2021,ATable.java,1623175957577,-3758,-3758,(I)2(R)2(I)2(R)2(I)1(R)1(I)1(R)1(I)1(R)2(I)1(R)1(I)1(R)1,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
3,,Tue Jun 08 14:12:35 EDT 2021,AConsoleView.java,1623175955042,61148,0,(I)2(R)2(I)1(R)3(I)7(D)2,0.5882352941176471,11.76470588235294,0.0,0.0,0.0,0.0,0.2786885245901639,0.0,0.03278688524590164,0.0,0.0,0.08196721311475409,0.16393442622950818,0.0,[]
4,,Tue Jun 08 14:13:36 EDT 2021,AConsoleView.java,1623176016759,7536,7536,(F)1,0.0,0.0,0.0,100.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,[]
5,,Tue Jun 08 14:13:44 EDT 2021,ABridgeSceneView.java,1623176024387,25238,0,(F)1(I)7,0.875,0.0,0.0,12.5,0.0,0.0,0.32,0.0,0.0,0.04,0.0,0.0,0.28,0.0,[]
6,,Tue Jun 08 14:14:09 EDT 2021,ABridgeSceneView.java,1623176049634,7020,7020,(I)3(R)2(I)4(R)2(I)12,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.5714285714285714,2.7142857142857144,0.0,[]
7,,Tue Jun 08 14:14:16 EDT 2021,ABridgeSceneView.java,1623176056654,11764,0,(I)19(R)1,0.95,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.09090909090909091,1.7272727272727273,0.0,[]
8,,Tue Jun 08 14:14:29 EDT 2021,ABridgeSceneView.java,1623176069477,11222,0,(I)1(R)2(I)9(F)2(I)1,0.7333333333333333,0.0,0.0,13.333333333333334,0.0,0.0,1.3636363636363635,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,1.0,0.0,[]
9,,Tue Jun 08 14:14:40 EDT 2021,ABridgeSceneView.java,1623176080699,25868,0,(D)1(F)2(D)4(F)1,0.0,62.5,0.0,37.5,0.0,0.0,0.32,0.0,0.2,0.12,0.0,0.0,0.0,0.0,[]
10,,Tue Jun 08 14:15:06 EDT 2021,ABridgeSceneView.java,1623176106742,12718,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,[]
11,,Tue Jun 08 14:15:19 EDT 2021,ABridgeSceneView.java,1623176119566,14142,0,(F)1(I)1(R)1(I)8(R)6(I)6,0.6521739130434783,0.0,0.0,4.3478260869565215,0.0,0.0,1.6428571428571428,0.0,0.0,0.07142857142857142,0.0,0.5,1.0714285714285714,0.0,[]
12,,Tue Jun 08 14:15:34 EDT 2021,ABridgeSceneView.java,1623176134060,5971,5971,(I)2(R)1(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)6,0.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.2,2.8,0.0,[]
13,,Tue Jun 08 14:15:40 EDT 2021,ABridgeScene.java,1623176140124,63408,0,(D)2(F)2(I)8,0.6666666666666666,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.19047619047619047,0.0,0.031746031746031744,0.031746031746031744,0.0,0.0,0.12698412698412698,0.0,[]
14,,Tue Jun 08 14:16:43 EDT 2021,ABridgeScene.java,1623176203921,15001,0,(I)10(R)1(I)5(F)2(I)2,0.85,0.0,0.0,10.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,1.1333333333333333,0.0,[]
15,,Tue Jun 08 14:16:59 EDT 2021,ABridgeScene.java,1623176219237,12062,0,(I)5(R)1(I)3(R)1(I)1(R)3(I)2,0.6875,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.9166666666666666,0.0,[]
16,,Tue Jun 08 14:17:12 EDT 2021,ABridgeScene.java,1623176232811,59432,0,(I)1(R)1(I)2(D)1(F)2(I)2,0.5555555555555556,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.15254237288135594,0.0,0.01694915254237288,0.03389830508474576,0.0,0.01694915254237288,0.0847457627118644,0.0,[]
17,,Tue Jun 08 14:18:14 EDT 2021,AConsoleView.java,1623176294769,21112,0,(I)1(R)3(I)5(F)2(I)2(D)1,0.5714285714285714,7.142857142857142,0.0,14.285714285714285,0.0,0.0,0.6666666666666666,0.0,0.047619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.38095238095238093,0.0,[]
18,,Tue Jun 08 14:18:36 EDT 2021,ABetterBridgeScene.java,1623176316440,84460,0,(F)1(D)1(F)1(I)5(R)1,0.5555555555555556,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.10714285714285714,0.0,0.011904761904761904,0.023809523809523808,0.0,0.011904761904761904,0.05952380952380952,0.0,[]
19,,Tue Jun 08 14:20:01 EDT 2021,ATable.java,1623176401556,48931,0,(R)1(I)1(F)2(I)14,0.8333333333333334,0.0,0.0,11.11111111111111,0.0,0.0,0.375,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.3125,0.0,[]
20,,Tue Jun 08 14:20:50 EDT 2021,ATable.java,1623176450571,4596,4596,(I)1(R)1(I)23,0.96,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.25,6.0,0.0,[]
21,,Tue Jun 08 14:20:55 EDT 2021,ATable.java,1623176455363,-91312,-91312,(I)10(R)2(I)1,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
22,,Tue Jun 08 14:19:40 EDT 2021,ATable.java,1623176380260,91205,0,(R)1(I)1(R)1(I)2(R)1(I)1(R)1(I)1(R)9,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.1978021978021978,0.0,0.0,0.0,0.0,0.14285714285714285,0.054945054945054944,0.0,[]
23,,Tue Jun 08 14:21:11 EDT 2021,ABridgeScene.java,1623176471548,3984,3984,(R)12(I)13,0.52,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,4.0,4.333333333333333,0.0,[]
24,,Tue Jun 08 14:21:15 EDT 2021,ATable.java,1623176475663,22305,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,[]
25,,Tue Jun 08 14:21:38 EDT 2021,ABridgeScene.java,1623176498663,-28456,-28456,(I)1(F)2(I)6(F)1(I)1(R)1,0.6666666666666666,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
26,,Tue Jun 08 14:21:13 EDT 2021,ABridgeScene.java,1623176473073,116370,0,(I)2(R)1(I)5(R)1(I)1(F)1(I)6,0.8235294117647058,0.0,0.0,5.88235294117647,0.0,0.0,0.14655172413793102,0.0,0.0,0.008620689655172414,0.0,0.017241379310344827,0.1206896551724138,0.0,[]
27,,Tue Jun 08 14:23:09 EDT 2021,ABridgeScene.java,1623176589509,13520,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,[]
28,,Tue Jun 08 14:23:23 EDT 2021,AMouseAndKeyController.java,1623176603029,24022,0,(F)2(I)15(R)1,0.8333333333333334,0.0,0.0,11.11111111111111,0.0,0.0,0.75,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.625,0.0,[]
29,,Tue Jun 08 14:23:47 EDT 2021,AMouseAndKeyController.java,1623176627053,8155,8155,(R)4(I)18,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.5,2.25,0.0,[]
30,,Tue Jun 08 14:23:55 EDT 2021,ABridgeSceneView.java,1623176635855,20214,0,(R)2(I)8(F)2(I)5,0.7647058823529411,0.0,0.0,11.76470588235294,0.0,0.0,0.85,0.0,0.0,0.1,0.0,0.1,0.65,0.0,[]
31,,Tue Jun 08 14:24:16 EDT 2021,ABridgeSceneView.java,1623176656430,5880,5880,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,[]
32,,Tue Jun 08 14:24:22 EDT 2021,ABridgeSceneView.java,1623176662503,8068,8068,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,0.0,0.0,2.625,0.0,[]
33,,Tue Jun 08 14:24:30 EDT 2021,ABridgeScene.java,1623176670571,29437,0,(F)2(I)10(F)2(I)1,0.7333333333333333,0.0,0.0,26.666666666666668,0.0,0.0,0.5172413793103449,0.0,0.0,0.13793103448275862,0.0,0.0,0.3793103448275862,0.0,[]
34,,Tue Jun 08 14:25:01 EDT 2021,MouseAndKeyListener.java,1623176701500,28051,0,(I)2(F)2(I)9,0.8461538461538461,0.0,0.0,15.384615384615385,0.0,0.0,0.4642857142857143,0.0,0.0,0.07142857142857142,0.0,0.0,0.39285714285714285,0.0,[]
35,,Tue Jun 08 14:25:29 EDT 2021,MouseAndKeyListener.java,1623176729551,143405,0,(I)1(F)2(I)1(F)2(I)1(F)2(I)1(F)2,0.3333333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.08391608391608392,0.0,0.0,0.055944055944055944,0.0,0.0,0.027972027972027972,0.0,[]
36,,Tue Jun 08 14:27:53 EDT 2021,Grader.java,1623176873207,90279,0,(F)2(I)1(F)2(I)1(F)2(I)1,0.3333333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.1,0.0,0.0,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,[]
37,,Tue Jun 08 14:29:26 EDT 2021,Grader.java,1623176966006,31688,0,(I)3(R)2(I)2(F)2(I)1,0.6,0.0,0.0,20.0,0.0,0.0,0.3225806451612903,0.0,0.0,0.06451612903225806,0.0,0.06451612903225806,0.1935483870967742,0.0,[]
38,,Tue Jun 08 14:29:57 EDT 2021,Grader.java,1623176997694,19910,0,(F)2(I)1(F)2(D)4(I)1(F)2(I)1,0.23076923076923078,30.76923076923077,0.0,46.15384615384615,0.0,0.0,0.6842105263157895,0.0,0.21052631578947367,0.3157894736842105,0.0,0.0,0.15789473684210525,0.0,[]
39,,Tue Jun 08 14:30:17 EDT 2021,Grader.java,1623177017604,37652,0,(F)2(D)2(F)1(D)2(F)3(I R)1(F)4,0.06666666666666667,26.666666666666668,0.0,66.66666666666666,0.0,0.0,0.40540540540540543,0.0,0.10810810810810811,0.2702702702702703,0.0,0.02702702702702703,0.02702702702702703,0.0,[]
40,,Tue Jun 08 14:30:55 EDT 2021,ABridgeScene.java,1623177055330,63172,0,(F)4(D)2(F)1(D)2(F)1,0.0,40.0,0.0,60.0,0.0,0.0,0.15873015873015872,0.0,0.06349206349206349,0.09523809523809523,0.0,0.0,0.0,0.0,[]
41,,Tue Jun 08 14:31:59 EDT 2021,ABridgeSceneView.java,1623177119930,-464411,-464411,(I)2(R)1(I)3(R)4(I)5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
42,,Tue Jun 08 14:24:47 EDT 2021,ABridgeSceneView.java,1623176687332,447259,0,(I)6(R)1(I)1(R)2(I)1(R)2,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.029082774049217,0.0,0.0,0.0,0.0,0.011185682326621925,0.017897091722595078,0.0,[]
43,,Tue Jun 08 14:32:14 EDT 2021,AFactory.java,1623177134702,5093,5093,(R)9(I)10,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,1.8,2.0,0.0,[]
44,,Tue Jun 08 14:32:20 EDT 2021,AMouseAndKeyController.java,1623177140475,16423,0,(I)16(F)2,0.8888888888888888,0.0,0.0,11.11111111111111,0.0,0.0,1.125,0.0,0.0,0.125,0.0,0.0,1.0,0.0,[]
