Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Thu May 27 10:16:49 EDT 2021,AnAssignment1.java,1622125009831,62835,0,(F)1(D)2(I)3(R)2(I)5,0.6153846153846154,15.384615384615385,0.0,7.6923076923076925,0.0,0.0,0.20967741935483872,0.0,0.03225806451612903,0.016129032258064516,0.0,0.03225806451612903,0.12903225806451613,0.0,[]
,/modelData/A0UserStudy2010.arff,Thu May 27 10:16:49 EDT 2021,AnAssignment1.java, 1622125009831
2,,Thu May 27 10:17:52 EDT 2021,AnAssignment1.java,1622125072840,10180,0,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,[]
3,,Thu May 27 10:18:03 EDT 2021,AnAssignment1.java,1622125083669,11624,0,(I)7(R)1(I)6(R)1(I)6(R)1,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.7272727272727273,0.0,[]
4,,Thu May 27 10:18:16 EDT 2021,AnAssignment1.java,1622125096578,10186,0,(R)2(I)18,0.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,[]
5,,Thu May 27 10:18:26 EDT 2021,AnAssignment1.java,1622125106764,8701,8701,(I)16(R)3(I)4,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.375,2.5,0.0,[]
6,,Thu May 27 10:18:35 EDT 2021,AnAssignment1.java,1622125115465,11852,0,(I)2(R)2(I)12(R)2,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.36363636363636365,1.2727272727272727,0.0,[]
7,,Thu May 27 10:18:47 EDT 2021,AnAssignment1.java,1622125127686,5585,5585,(I)12(R)1(I)11,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.2,4.6,0.0,[]
8,,Thu May 27 10:18:53 EDT 2021,AnAssignment1.java,1622125133446,7322,7322,(I)2(R)1(I)14(R)1(I)6,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.2857142857142857,3.142857142857143,0.0,[]
9,,Thu May 27 10:19:01 EDT 2021,AnAssignment1.java,1622125141053,6549,6549,(I)7(R)1(I)13(R)2,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.5,3.3333333333333335,0.0,[]
10,,Thu May 27 10:19:07 EDT 2021,AnAssignment1.java,1622125147982,5201,5201,(I)12(R)2(I)10,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.4,4.4,0.0,[]
11,,Thu May 27 10:19:13 EDT 2021,AnAssignment1.java,1622125153326,-9843,-9843,(I)3(R)3(I)7(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
12,,Thu May 27 10:19:03 EDT 2021,AnAssignment1.java,1622125143792,61790,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)17,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.3770491803278688,0.0,0.0,0.0,0.0,0.04918032786885246,0.32786885245901637,0.0,[]
13,,Thu May 27 10:20:05 EDT 2021,AnAssignment1.java,1622125205582,7002,7002,(I)4(R)3(I)12(R)1,0.8,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.5714285714285714,2.2857142857142856,0.0,[]
14,,Thu May 27 10:20:12 EDT 2021,AnAssignment1.java,1622125212715,54676,0,(R)2(I)12(D)2(F)1,0.7058823529411765,11.76470588235294,0.0,5.88235294117647,0.0,0.0,0.3148148148148148,0.0,0.037037037037037035,0.018518518518518517,0.0,0.037037037037037035,0.2222222222222222,0.0,[]
