Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Thu Jun 03 23:30:02 EDT 2021,Avatar.java,1622777402494,-61268,-61268,(I)3(R)1(I)12(R)1,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Thu Jun 03 23:30:02 EDT 2021,Avatar.java, 1622777402494
2,,Thu Jun 03 23:29:01 EDT 2021,Avatar.java,1622777341570,103738,0,(I)2(R)1(I)5(R)4(I)6,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.17475728155339806,0.0,0.0,0.0,0.0,0.04854368932038835,0.1262135922330097,0.0,[]
3,,Thu Jun 03 23:30:45 EDT 2021,Avatar.java,1622777445477,5320,5320,(I)10(R)8(I)3(R)2(I)1,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,2.0,2.8,0.0,[]
4,,Thu Jun 03 23:30:50 EDT 2021,Avatar.java,1622777450801,4873,4873,(I)8(R)2(I)13(R)1(I)1,0.88,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.75,5.5,0.0,[]
5,,Thu Jun 03 23:30:58 EDT 2021,Avatar.java,1622777458747,24191,0,(I)8(R)8(I)1,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.375,0.0,[]
6,,Thu Jun 03 23:31:23 EDT 2021,Body.java,1622777483132,22921,0,(I)8(R)1(F)2(I)2(F)2(I)1(R)1,0.6470588235294118,0.0,0.0,23.52941176470588,0.0,0.0,0.7727272727272727,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.5,0.0,[]
7,,Thu Jun 03 23:31:46 EDT 2021,Body.java,1622777506487,12584,0,(R)3(I)2(R)4(I)9(R)1(I)2,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.6666666666666666,1.0833333333333333,0.0,[]
8,,Thu Jun 03 23:31:59 EDT 2021,Body.java,1622777519075,-54615,-54615,(I)19(R)2,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
9,,Thu Jun 03 23:31:09 EDT 2021,Body.java,1622777469147,57521,0,(R)1(I)1(R)2(I)4(R)2(I)1(R)1(I)4(R)1(I)1,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.12280701754385964,0.19298245614035087,0.0,[]
10,,Thu Jun 03 23:32:06 EDT 2021,Body.java,1622777526677,7525,7525,(I)8(R)2(I)10,0.9,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,2.5714285714285716,0.0,[]
